workload_id,phase,start_cycle,duration_cycles,end_cycle_exclusive,bytes_moved,rule
person2_sd_unet_gemm_004,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_005,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_005,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_005,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_005,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_005,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_006,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_006,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_006,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_006,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_006,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_007,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_007,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_007,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_007,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_007,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_008,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_008,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_008,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_008,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_008,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_009,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_009,dma_activation_load,3,9508,9511,59136,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_009,dma_weight_load,9511,7904,17415,49152,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_009,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_009,dma_output_store,23790,796,24586,4928,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_010,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_010,dma_activation_load,3,9508,9511,59136,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_010,dma_weight_load,9511,7904,17415,49152,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_010,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_010,dma_output_store,23790,796,24586,4928,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_011,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_011,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_011,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_011,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_011,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_012,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_012,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_012,dma_weight_load,10541,5272,15813,32768,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_012,mac_datapath_run,15813,7242,23055,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_012,dma_output_store,23055,84266,107321,524288,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_013,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_013,dma_activation_load,3,42136,42139,262144,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_013,dma_weight_load,42139,2638,44777,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_013,mac_datapath_run,44777,27328,72105,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_013,dma_output_store,72105,10538,82643,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_014,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_014,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_014,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_014,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_014,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_015,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_015,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_015,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_015,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_015,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_016,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_016,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_016,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_016,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_016,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_017,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_017,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_017,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_017,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_017,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_018,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_018,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_018,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_018,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_018,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_019,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_019,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_019,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_019,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_019,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_020,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_020,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_020,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_020,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_020,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_021,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_021,dma_activation_load,3,9508,9511,59136,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_021,dma_weight_load,9511,7904,17415,49152,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_021,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_021,dma_output_store,23790,796,24586,4928,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_022,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_022,dma_activation_load,3,9508,9511,59136,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_022,dma_weight_load,9511,7904,17415,49152,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_022,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_022,dma_output_store,23790,796,24586,4928,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_023,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_023,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_023,dma_weight_load,2641,664,3305,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_023,mac_datapath_run,3305,1744,5049,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_023,dma_output_store,5049,2638,7687,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_024,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_024,dma_activation_load,3,2638,2641,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_024,dma_weight_load,2641,5272,7913,32768,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_024,mac_datapath_run,7913,2010,9923,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_024,dma_output_store,9923,21070,30993,131072,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_025,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_025,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_025,dma_weight_load,10541,2638,13179,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_025,mac_datapath_run,13179,6832,20011,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_025,dma_output_store,20011,2638,22649,16384,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_026,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_026,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_026,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_026,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_026,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_027,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_027,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_027,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_027,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_027,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_028,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_028,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_028,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_028,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_028,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_029,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_029,dma_activation_load,3,46,49,256,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_029,dma_weight_load,49,2638,2687,16384,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_029,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_029,dma_output_store,3114,16,3130,64,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_030,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; unvalidated fixed write latency
person2_sd_unet_gemm_030,dma_activation_load,3,10538,10541,65536,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_030,dma_weight_load,10541,664,11205,4096,dma_top 64-bit AXI read path; ideal ready/valid; unvalidated system projection
person2_sd_unet_gemm_030,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
person2_sd_unet_gemm_030,dma_output_store,18181,10538,28719,65536,dma_top 64-bit AXI write path; ideal ready/valid; unvalidated system projection
