workload_id,spatial_idx,cin_idx,phase,start_cycle,duration_cycles,end_cycle_exclusive,rule
conv_001_op_00002,11,0,k3_nonfinal_cin_accumulate,7271,329,7600,k3_group16_v7
conv_001_op_00002,11,1,k3_final_cin_output_store,7600,332,7932,k3_group16_v7
conv_001_op_00002,12,0,k3_nonfinal_cin_accumulate,7932,329,8261,k3_group16_v7
conv_001_op_00002,12,1,k3_final_cin_output_store,8261,332,8593,k3_group16_v7
conv_001_op_00002,13,0,k3_nonfinal_cin_accumulate,8593,329,8922,k3_group16_v7
conv_001_op_00002,13,1,k3_final_cin_output_store,8922,332,9254,k3_group16_v7
conv_001_op_00002,14,0,k3_nonfinal_cin_accumulate,9254,329,9583,k3_group16_v7
conv_001_op_00002,14,1,k3_final_cin_output_store,9583,332,9915,k3_group16_v7
conv_001_op_00002,15,0,k3_nonfinal_cin_accumulate,9915,329,10244,k3_group16_v7
conv_001_op_00002,15,1,k3_final_cin_output_store,10244,332,10576,k3_group16_v7
conv_001_op_00002,16,0,k3_nonfinal_cin_accumulate,10576,329,10905,k3_group16_v7
conv_001_op_00002,16,1,k3_final_cin_output_store,10905,332,11237,k3_group16_v7
conv_001_op_00002,17,0,k3_nonfinal_cin_accumulate,11237,329,11566,k3_group16_v7
conv_001_op_00002,17,1,k3_final_cin_output_store,11566,332,11898,k3_group16_v7
conv_001_op_00002,18,0,k3_nonfinal_cin_accumulate,11898,329,12227,k3_group16_v7
conv_001_op_00002,18,1,k3_final_cin_output_store,12227,332,12559,k3_group16_v7
conv_001_op_00002,19,0,k3_nonfinal_cin_accumulate,12559,329,12888,k3_group16_v7
conv_001_op_00002,19,1,k3_final_cin_output_store,12888,332,13220,k3_group16_v7
conv_001_op_00002,20,0,k3_nonfinal_cin_accumulate,13220,329,13549,k3_group16_v7
conv_001_op_00002,20,1,k3_final_cin_output_store,13549,332,13881,k3_group16_v7
conv_001_op_00002,21,0,k3_nonfinal_cin_accumulate,13881,329,14210,k3_group16_v7
conv_001_op_00002,21,1,k3_final_cin_output_store,14210,332,14542,k3_group16_v7
conv_001_op_00002,22,0,k3_nonfinal_cin_accumulate,14542,329,14871,k3_group16_v7
conv_001_op_00002,22,1,k3_final_cin_output_store,14871,332,15203,k3_group16_v7
conv_001_op_00002,23,0,k3_nonfinal_cin_accumulate,15203,329,15532,k3_group16_v7
conv_001_op_00002,23,1,k3_final_cin_output_store,15532,332,15864,k3_group16_v7
conv_001_op_00002,24,0,k3_nonfinal_cin_accumulate,15864,329,16193,k3_group16_v7
conv_001_op_00002,24,1,k3_final_cin_output_store,16193,332,16525,k3_group16_v7
conv_001_op_00002,25,0,k3_nonfinal_cin_accumulate,16525,329,16854,k3_group16_v7
conv_001_op_00002,25,1,k3_final_cin_output_store,16854,332,17186,k3_group16_v7
conv_001_op_00002,26,0,k3_nonfinal_cin_accumulate,17186,329,17515,k3_group16_v7
conv_001_op_00002,26,1,k3_final_cin_output_store,17515,332,17847,k3_group16_v7
conv_001_op_00002,27,0,k3_nonfinal_cin_accumulate,17847,329,18176,k3_group16_v7
conv_001_op_00002,27,1,k3_final_cin_output_store,18176,332,18508,k3_group16_v7
conv_001_op_00002,28,0,k3_nonfinal_cin_accumulate,18508,329,18837,k3_group16_v7
conv_001_op_00002,28,1,k3_final_cin_output_store,18837,332,19169,k3_group16_v7
conv_001_op_00002,29,0,k3_nonfinal_cin_accumulate,19169,329,19498,k3_group16_v7
conv_001_op_00002,29,1,k3_final_cin_output_store,19498,332,19830,k3_group16_v7
conv_001_op_00002,30,0,k3_nonfinal_cin_accumulate,19830,329,20159,k3_group16_v7
conv_001_op_00002,30,1,k3_final_cin_output_store,20159,332,20491,k3_group16_v7
conv_001_op_00002,31,0,k3_nonfinal_cin_accumulate,20491,329,20820,k3_group16_v7
conv_001_op_00002,31,1,k3_final_cin_output_store,20820,332,21152,k3_group16_v7
conv_001_op_00002,32,0,k3_nonfinal_cin_accumulate,21152,329,21481,k3_group16_v7
conv_001_op_00002,32,1,k3_final_cin_output_store,21481,332,21813,k3_group16_v7
conv_001_op_00002,33,0,k3_nonfinal_cin_accumulate,21813,329,22142,k3_group16_v7
conv_001_op_00002,33,1,k3_final_cin_output_store,22142,332,22474,k3_group16_v7
conv_001_op_00002,34,0,k3_nonfinal_cin_accumulate,22474,329,22803,k3_group16_v7
conv_001_op_00002,34,1,k3_final_cin_output_store,22803,332,23135,k3_group16_v7
conv_001_op_00002,35,0,k3_nonfinal_cin_accumulate,23135,329,23464,k3_group16_v7
conv_001_op_00002,35,1,k3_final_cin_output_store,23464,332,23796,k3_group16_v7
conv_001_op_00002,36,0,k3_nonfinal_cin_accumulate,23796,329,24125,k3_group16_v7
conv_001_op_00002,36,1,k3_final_cin_output_store,24125,332,24457,k3_group16_v7
conv_001_op_00002,37,0,k3_nonfinal_cin_accumulate,24457,329,24786,k3_group16_v7
conv_001_op_00002,37,1,k3_final_cin_output_store,24786,332,25118,k3_group16_v7
conv_001_op_00002,38,0,k3_nonfinal_cin_accumulate,25118,329,25447,k3_group16_v7
conv_001_op_00002,38,1,k3_final_cin_output_store,25447,332,25779,k3_group16_v7
conv_001_op_00002,39,0,k3_nonfinal_cin_accumulate,25779,329,26108,k3_group16_v7
conv_001_op_00002,39,1,k3_final_cin_output_store,26108,332,26440,k3_group16_v7
conv_001_op_00002,40,0,k3_nonfinal_cin_accumulate,26440,329,26769,k3_group16_v7
conv_001_op_00002,40,1,k3_final_cin_output_store,26769,332,27101,k3_group16_v7
conv_001_op_00002,41,0,k3_nonfinal_cin_accumulate,27101,329,27430,k3_group16_v7
conv_001_op_00002,41,1,k3_final_cin_output_store,27430,332,27762,k3_group16_v7
conv_001_op_00002,42,0,k3_nonfinal_cin_accumulate,27762,329,28091,k3_group16_v7
conv_001_op_00002,42,1,k3_final_cin_output_store,28091,332,28423,k3_group16_v7
conv_001_op_00002,43,0,k3_nonfinal_cin_accumulate,28423,329,28752,k3_group16_v7
conv_001_op_00002,43,1,k3_final_cin_output_store,28752,332,29084,k3_group16_v7
conv_001_op_00002,44,0,k3_nonfinal_cin_accumulate,29084,329,29413,k3_group16_v7
conv_001_op_00002,44,1,k3_final_cin_output_store,29413,332,29745,k3_group16_v7
conv_001_op_00002,45,0,k3_nonfinal_cin_accumulate,29745,329,30074,k3_group16_v7
conv_001_op_00002,45,1,k3_final_cin_output_store,30074,332,30406,k3_group16_v7
conv_001_op_00002,46,0,k3_nonfinal_cin_accumulate,30406,329,30735,k3_group16_v7
conv_001_op_00002,46,1,k3_final_cin_output_store,30735,332,31067,k3_group16_v7
conv_001_op_00002,47,0,k3_nonfinal_cin_accumulate,31067,329,31396,k3_group16_v7
conv_001_op_00002,47,1,k3_final_cin_output_store,31396,332,31728,k3_group16_v7
conv_001_op_00002,48,0,k3_nonfinal_cin_accumulate,31728,329,32057,k3_group16_v7
conv_001_op_00002,48,1,k3_final_cin_output_store,32057,332,32389,k3_group16_v7
conv_001_op_00002,49,0,k3_nonfinal_cin_accumulate,32389,329,32718,k3_group16_v7
conv_001_op_00002,49,1,k3_final_cin_output_store,32718,332,33050,k3_group16_v7
conv_001_op_00002,50,0,k3_nonfinal_cin_accumulate,33050,329,33379,k3_group16_v7
conv_001_op_00002,50,1,k3_final_cin_output_store,33379,332,33711,k3_group16_v7
conv_001_op_00002,51,0,k3_nonfinal_cin_accumulate,33711,329,34040,k3_group16_v7
conv_001_op_00002,51,1,k3_final_cin_output_store,34040,332,34372,k3_group16_v7
conv_001_op_00002,52,0,k3_nonfinal_cin_accumulate,34372,329,34701,k3_group16_v7
conv_001_op_00002,52,1,k3_final_cin_output_store,34701,332,35033,k3_group16_v7
conv_001_op_00002,53,0,k3_nonfinal_cin_accumulate,35033,329,35362,k3_group16_v7
conv_001_op_00002,53,1,k3_final_cin_output_store,35362,332,35694,k3_group16_v7
conv_001_op_00002,54,0,k3_nonfinal_cin_accumulate,35694,329,36023,k3_group16_v7
conv_001_op_00002,54,1,k3_final_cin_output_store,36023,332,36355,k3_group16_v7
conv_001_op_00002,55,0,k3_nonfinal_cin_accumulate,36355,329,36684,k3_group16_v7
conv_001_op_00002,55,1,k3_final_cin_output_store,36684,332,37016,k3_group16_v7
conv_001_op_00002,56,0,k3_nonfinal_cin_accumulate,37016,329,37345,k3_group16_v7
conv_001_op_00002,56,1,k3_final_cin_output_store,37345,332,37677,k3_group16_v7
conv_001_op_00002,57,0,k3_nonfinal_cin_accumulate,37677,329,38006,k3_group16_v7
conv_001_op_00002,57,1,k3_final_cin_output_store,38006,332,38338,k3_group16_v7
conv_001_op_00002,58,0,k3_nonfinal_cin_accumulate,38338,329,38667,k3_group16_v7
conv_001_op_00002,58,1,k3_final_cin_output_store,38667,332,38999,k3_group16_v7
conv_001_op_00002,59,0,k3_nonfinal_cin_accumulate,38999,329,39328,k3_group16_v7
conv_001_op_00002,59,1,k3_final_cin_output_store,39328,332,39660,k3_group16_v7
conv_001_op_00002,60,0,k3_nonfinal_cin_accumulate,39660,329,39989,k3_group16_v7
conv_001_op_00002,60,1,k3_final_cin_output_store,39989,332,40321,k3_group16_v7
conv_001_op_00002,61,0,k3_nonfinal_cin_accumulate,40321,329,40650,k3_group16_v7
conv_001_op_00002,61,1,k3_final_cin_output_store,40650,332,40982,k3_group16_v7
conv_001_op_00002,62,0,k3_nonfinal_cin_accumulate,40982,329,41311,k3_group16_v7
conv_001_op_00002,62,1,k3_final_cin_output_store,41311,332,41643,k3_group16_v7
conv_001_op_00002,63,0,k3_nonfinal_cin_accumulate,41643,329,41972,k3_group16_v7
conv_001_op_00002,63,1,k3_final_cin_output_store,41972,332,42304,k3_group16_v7
conv_002_op_00003,0,0,k3_nonfinal_cin_accumulate,0,329,329,k3_group16_v7
conv_002_op_00003,0,1,k3_nonfinal_cin_accumulate,329,329,658,k3_group16_v7
conv_002_op_00003,0,2,k3_nonfinal_cin_accumulate,658,329,987,k3_group16_v7
conv_002_op_00003,0,3,k3_nonfinal_cin_accumulate,987,329,1316,k3_group16_v7
conv_002_op_00003,0,4,k3_nonfinal_cin_accumulate,1316,329,1645,k3_group16_v7
conv_002_op_00003,0,5,k3_nonfinal_cin_accumulate,1645,329,1974,k3_group16_v7
conv_002_op_00003,0,6,k3_nonfinal_cin_accumulate,1974,329,2303,k3_group16_v7
conv_002_op_00003,0,7,k3_nonfinal_cin_accumulate,2303,329,2632,k3_group16_v7
conv_002_op_00003,0,8,k3_nonfinal_cin_accumulate,2632,329,2961,k3_group16_v7
conv_002_op_00003,0,9,k3_nonfinal_cin_accumulate,2961,329,3290,k3_group16_v7
conv_002_op_00003,0,10,k3_nonfinal_cin_accumulate,3290,329,3619,k3_group16_v7
conv_002_op_00003,0,11,k3_nonfinal_cin_accumulate,3619,329,3948,k3_group16_v7
conv_002_op_00003,0,12,k3_nonfinal_cin_accumulate,3948,329,4277,k3_group16_v7
conv_002_op_00003,0,13,k3_nonfinal_cin_accumulate,4277,329,4606,k3_group16_v7
conv_002_op_00003,0,14,k3_nonfinal_cin_accumulate,4606,329,4935,k3_group16_v7
conv_002_op_00003,0,15,k3_nonfinal_cin_accumulate,4935,329,5264,k3_group16_v7
conv_002_op_00003,0,16,k3_nonfinal_cin_accumulate,5264,329,5593,k3_group16_v7
conv_002_op_00003,0,17,k3_final_cin_output_store,5593,332,5925,k3_group16_v7
conv_002_op_00003,1,0,k3_nonfinal_cin_accumulate,5925,329,6254,k3_group16_v7
conv_002_op_00003,1,1,k3_nonfinal_cin_accumulate,6254,329,6583,k3_group16_v7
conv_002_op_00003,1,2,k3_nonfinal_cin_accumulate,6583,329,6912,k3_group16_v7
conv_002_op_00003,1,3,k3_nonfinal_cin_accumulate,6912,329,7241,k3_group16_v7
conv_002_op_00003,1,4,k3_nonfinal_cin_accumulate,7241,329,7570,k3_group16_v7
conv_002_op_00003,1,5,k3_nonfinal_cin_accumulate,7570,329,7899,k3_group16_v7
conv_002_op_00003,1,6,k3_nonfinal_cin_accumulate,7899,329,8228,k3_group16_v7
conv_002_op_00003,1,7,k3_nonfinal_cin_accumulate,8228,329,8557,k3_group16_v7
conv_002_op_00003,1,8,k3_nonfinal_cin_accumulate,8557,329,8886,k3_group16_v7
conv_002_op_00003,1,9,k3_nonfinal_cin_accumulate,8886,329,9215,k3_group16_v7
conv_002_op_00003,1,10,k3_nonfinal_cin_accumulate,9215,329,9544,k3_group16_v7
conv_002_op_00003,1,11,k3_nonfinal_cin_accumulate,9544,329,9873,k3_group16_v7
conv_002_op_00003,1,12,k3_nonfinal_cin_accumulate,9873,329,10202,k3_group16_v7
conv_002_op_00003,1,13,k3_nonfinal_cin_accumulate,10202,329,10531,k3_group16_v7
conv_002_op_00003,1,14,k3_nonfinal_cin_accumulate,10531,329,10860,k3_group16_v7
conv_002_op_00003,1,15,k3_nonfinal_cin_accumulate,10860,329,11189,k3_group16_v7
conv_002_op_00003,1,16,k3_nonfinal_cin_accumulate,11189,329,11518,k3_group16_v7
conv_002_op_00003,1,17,k3_final_cin_output_store,11518,332,11850,k3_group16_v7
conv_002_op_00003,2,0,k3_nonfinal_cin_accumulate,11850,329,12179,k3_group16_v7
conv_002_op_00003,2,1,k3_nonfinal_cin_accumulate,12179,329,12508,k3_group16_v7
conv_002_op_00003,2,2,k3_nonfinal_cin_accumulate,12508,329,12837,k3_group16_v7
conv_002_op_00003,2,3,k3_nonfinal_cin_accumulate,12837,329,13166,k3_group16_v7
conv_002_op_00003,2,4,k3_nonfinal_cin_accumulate,13166,329,13495,k3_group16_v7
conv_002_op_00003,2,5,k3_nonfinal_cin_accumulate,13495,329,13824,k3_group16_v7
conv_002_op_00003,2,6,k3_nonfinal_cin_accumulate,13824,329,14153,k3_group16_v7
conv_002_op_00003,2,7,k3_nonfinal_cin_accumulate,14153,329,14482,k3_group16_v7
conv_002_op_00003,2,8,k3_nonfinal_cin_accumulate,14482,329,14811,k3_group16_v7
conv_002_op_00003,2,9,k3_nonfinal_cin_accumulate,14811,329,15140,k3_group16_v7
conv_002_op_00003,2,10,k3_nonfinal_cin_accumulate,15140,329,15469,k3_group16_v7
conv_002_op_00003,2,11,k3_nonfinal_cin_accumulate,15469,329,15798,k3_group16_v7
conv_002_op_00003,2,12,k3_nonfinal_cin_accumulate,15798,329,16127,k3_group16_v7
conv_002_op_00003,2,13,k3_nonfinal_cin_accumulate,16127,329,16456,k3_group16_v7
conv_002_op_00003,2,14,k3_nonfinal_cin_accumulate,16456,329,16785,k3_group16_v7
conv_002_op_00003,2,15,k3_nonfinal_cin_accumulate,16785,329,17114,k3_group16_v7
conv_002_op_00003,2,16,k3_nonfinal_cin_accumulate,17114,329,17443,k3_group16_v7
conv_002_op_00003,2,17,k3_final_cin_output_store,17443,332,17775,k3_group16_v7
conv_002_op_00003,3,0,k3_nonfinal_cin_accumulate,17775,329,18104,k3_group16_v7
conv_002_op_00003,3,1,k3_nonfinal_cin_accumulate,18104,329,18433,k3_group16_v7
conv_002_op_00003,3,2,k3_nonfinal_cin_accumulate,18433,329,18762,k3_group16_v7
conv_002_op_00003,3,3,k3_nonfinal_cin_accumulate,18762,329,19091,k3_group16_v7
conv_002_op_00003,3,4,k3_nonfinal_cin_accumulate,19091,329,19420,k3_group16_v7
conv_002_op_00003,3,5,k3_nonfinal_cin_accumulate,19420,329,19749,k3_group16_v7
conv_002_op_00003,3,6,k3_nonfinal_cin_accumulate,19749,329,20078,k3_group16_v7
conv_002_op_00003,3,7,k3_nonfinal_cin_accumulate,20078,329,20407,k3_group16_v7
conv_002_op_00003,3,8,k3_nonfinal_cin_accumulate,20407,329,20736,k3_group16_v7
conv_002_op_00003,3,9,k3_nonfinal_cin_accumulate,20736,329,21065,k3_group16_v7
conv_002_op_00003,3,10,k3_nonfinal_cin_accumulate,21065,329,21394,k3_group16_v7
conv_002_op_00003,3,11,k3_nonfinal_cin_accumulate,21394,329,21723,k3_group16_v7
conv_002_op_00003,3,12,k3_nonfinal_cin_accumulate,21723,329,22052,k3_group16_v7
conv_002_op_00003,3,13,k3_nonfinal_cin_accumulate,22052,329,22381,k3_group16_v7
conv_002_op_00003,3,14,k3_nonfinal_cin_accumulate,22381,329,22710,k3_group16_v7
conv_002_op_00003,3,15,k3_nonfinal_cin_accumulate,22710,329,23039,k3_group16_v7
conv_002_op_00003,3,16,k3_nonfinal_cin_accumulate,23039,329,23368,k3_group16_v7
conv_002_op_00003,3,17,k3_final_cin_output_store,23368,332,23700,k3_group16_v7
conv_002_op_00003,4,0,k3_nonfinal_cin_accumulate,23700,329,24029,k3_group16_v7
conv_002_op_00003,4,1,k3_nonfinal_cin_accumulate,24029,329,24358,k3_group16_v7
conv_002_op_00003,4,2,k3_nonfinal_cin_accumulate,24358,329,24687,k3_group16_v7
conv_002_op_00003,4,3,k3_nonfinal_cin_accumulate,24687,329,25016,k3_group16_v7
conv_002_op_00003,4,4,k3_nonfinal_cin_accumulate,25016,329,25345,k3_group16_v7
conv_002_op_00003,4,5,k3_nonfinal_cin_accumulate,25345,329,25674,k3_group16_v7
conv_002_op_00003,4,6,k3_nonfinal_cin_accumulate,25674,329,26003,k3_group16_v7
conv_002_op_00003,4,7,k3_nonfinal_cin_accumulate,26003,329,26332,k3_group16_v7
conv_002_op_00003,4,8,k3_nonfinal_cin_accumulate,26332,329,26661,k3_group16_v7
conv_002_op_00003,4,9,k3_nonfinal_cin_accumulate,26661,329,26990,k3_group16_v7
conv_002_op_00003,4,10,k3_nonfinal_cin_accumulate,26990,329,27319,k3_group16_v7
conv_002_op_00003,4,11,k3_nonfinal_cin_accumulate,27319,329,27648,k3_group16_v7
conv_002_op_00003,4,12,k3_nonfinal_cin_accumulate,27648,329,27977,k3_group16_v7
conv_002_op_00003,4,13,k3_nonfinal_cin_accumulate,27977,329,28306,k3_group16_v7
conv_002_op_00003,4,14,k3_nonfinal_cin_accumulate,28306,329,28635,k3_group16_v7
conv_002_op_00003,4,15,k3_nonfinal_cin_accumulate,28635,329,28964,k3_group16_v7
conv_002_op_00003,4,16,k3_nonfinal_cin_accumulate,28964,329,29293,k3_group16_v7
conv_002_op_00003,4,17,k3_final_cin_output_store,29293,332,29625,k3_group16_v7
conv_002_op_00003,5,0,k3_nonfinal_cin_accumulate,29625,329,29954,k3_group16_v7
conv_002_op_00003,5,1,k3_nonfinal_cin_accumulate,29954,329,30283,k3_group16_v7
conv_002_op_00003,5,2,k3_nonfinal_cin_accumulate,30283,329,30612,k3_group16_v7
conv_002_op_00003,5,3,k3_nonfinal_cin_accumulate,30612,329,30941,k3_group16_v7
conv_002_op_00003,5,4,k3_nonfinal_cin_accumulate,30941,329,31270,k3_group16_v7
conv_002_op_00003,5,5,k3_nonfinal_cin_accumulate,31270,329,31599,k3_group16_v7
conv_002_op_00003,5,6,k3_nonfinal_cin_accumulate,31599,329,31928,k3_group16_v7
conv_002_op_00003,5,7,k3_nonfinal_cin_accumulate,31928,329,32257,k3_group16_v7
conv_002_op_00003,5,8,k3_nonfinal_cin_accumulate,32257,329,32586,k3_group16_v7
conv_002_op_00003,5,9,k3_nonfinal_cin_accumulate,32586,329,32915,k3_group16_v7
conv_002_op_00003,5,10,k3_nonfinal_cin_accumulate,32915,329,33244,k3_group16_v7
conv_002_op_00003,5,11,k3_nonfinal_cin_accumulate,33244,329,33573,k3_group16_v7
conv_002_op_00003,5,12,k3_nonfinal_cin_accumulate,33573,329,33902,k3_group16_v7
conv_002_op_00003,5,13,k3_nonfinal_cin_accumulate,33902,329,34231,k3_group16_v7
conv_002_op_00003,5,14,k3_nonfinal_cin_accumulate,34231,329,34560,k3_group16_v7
conv_002_op_00003,5,15,k3_nonfinal_cin_accumulate,34560,329,34889,k3_group16_v7
conv_002_op_00003,5,16,k3_nonfinal_cin_accumulate,34889,329,35218,k3_group16_v7
conv_002_op_00003,5,17,k3_final_cin_output_store,35218,332,35550,k3_group16_v7
conv_002_op_00003,6,0,k3_nonfinal_cin_accumulate,35550,329,35879,k3_group16_v7
conv_002_op_00003,6,1,k3_nonfinal_cin_accumulate,35879,329,36208,k3_group16_v7
conv_002_op_00003,6,2,k3_nonfinal_cin_accumulate,36208,329,36537,k3_group16_v7
conv_002_op_00003,6,3,k3_nonfinal_cin_accumulate,36537,329,36866,k3_group16_v7
conv_002_op_00003,6,4,k3_nonfinal_cin_accumulate,36866,329,37195,k3_group16_v7
conv_002_op_00003,6,5,k3_nonfinal_cin_accumulate,37195,329,37524,k3_group16_v7
conv_002_op_00003,6,6,k3_nonfinal_cin_accumulate,37524,329,37853,k3_group16_v7
conv_002_op_00003,6,7,k3_nonfinal_cin_accumulate,37853,329,38182,k3_group16_v7
conv_002_op_00003,6,8,k3_nonfinal_cin_accumulate,38182,329,38511,k3_group16_v7
conv_002_op_00003,6,9,k3_nonfinal_cin_accumulate,38511,329,38840,k3_group16_v7
conv_002_op_00003,6,10,k3_nonfinal_cin_accumulate,38840,329,39169,k3_group16_v7
conv_002_op_00003,6,11,k3_nonfinal_cin_accumulate,39169,329,39498,k3_group16_v7
conv_002_op_00003,6,12,k3_nonfinal_cin_accumulate,39498,329,39827,k3_group16_v7
conv_002_op_00003,6,13,k3_nonfinal_cin_accumulate,39827,329,40156,k3_group16_v7
conv_002_op_00003,6,14,k3_nonfinal_cin_accumulate,40156,329,40485,k3_group16_v7
conv_002_op_00003,6,15,k3_nonfinal_cin_accumulate,40485,329,40814,k3_group16_v7
conv_002_op_00003,6,16,k3_nonfinal_cin_accumulate,40814,329,41143,k3_group16_v7
conv_002_op_00003,6,17,k3_final_cin_output_store,41143,332,41475,k3_group16_v7
conv_002_op_00003,7,0,k3_nonfinal_cin_accumulate,41475,329,41804,k3_group16_v7
conv_002_op_00003,7,1,k3_nonfinal_cin_accumulate,41804,329,42133,k3_group16_v7
conv_002_op_00003,7,2,k3_nonfinal_cin_accumulate,42133,329,42462,k3_group16_v7
conv_002_op_00003,7,3,k3_nonfinal_cin_accumulate,42462,329,42791,k3_group16_v7
conv_002_op_00003,7,4,k3_nonfinal_cin_accumulate,42791,329,43120,k3_group16_v7
conv_002_op_00003,7,5,k3_nonfinal_cin_accumulate,43120,329,43449,k3_group16_v7
conv_002_op_00003,7,6,k3_nonfinal_cin_accumulate,43449,329,43778,k3_group16_v7
conv_002_op_00003,7,7,k3_nonfinal_cin_accumulate,43778,329,44107,k3_group16_v7
conv_002_op_00003,7,8,k3_nonfinal_cin_accumulate,44107,329,44436,k3_group16_v7
conv_002_op_00003,7,9,k3_nonfinal_cin_accumulate,44436,329,44765,k3_group16_v7
conv_002_op_00003,7,10,k3_nonfinal_cin_accumulate,44765,329,45094,k3_group16_v7
conv_002_op_00003,7,11,k3_nonfinal_cin_accumulate,45094,329,45423,k3_group16_v7
conv_002_op_00003,7,12,k3_nonfinal_cin_accumulate,45423,329,45752,k3_group16_v7
conv_002_op_00003,7,13,k3_nonfinal_cin_accumulate,45752,329,46081,k3_group16_v7
conv_002_op_00003,7,14,k3_nonfinal_cin_accumulate,46081,329,46410,k3_group16_v7
conv_002_op_00003,7,15,k3_nonfinal_cin_accumulate,46410,329,46739,k3_group16_v7
conv_002_op_00003,7,16,k3_nonfinal_cin_accumulate,46739,329,47068,k3_group16_v7
conv_002_op_00003,7,17,k3_final_cin_output_store,47068,332,47400,k3_group16_v7
conv_002_op_00003,8,0,k3_nonfinal_cin_accumulate,47400,329,47729,k3_group16_v7
conv_002_op_00003,8,1,k3_nonfinal_cin_accumulate,47729,329,48058,k3_group16_v7
conv_002_op_00003,8,2,k3_nonfinal_cin_accumulate,48058,329,48387,k3_group16_v7
conv_002_op_00003,8,3,k3_nonfinal_cin_accumulate,48387,329,48716,k3_group16_v7
conv_002_op_00003,8,4,k3_nonfinal_cin_accumulate,48716,329,49045,k3_group16_v7
conv_002_op_00003,8,5,k3_nonfinal_cin_accumulate,49045,329,49374,k3_group16_v7
conv_002_op_00003,8,6,k3_nonfinal_cin_accumulate,49374,329,49703,k3_group16_v7
conv_002_op_00003,8,7,k3_nonfinal_cin_accumulate,49703,329,50032,k3_group16_v7
conv_002_op_00003,8,8,k3_nonfinal_cin_accumulate,50032,329,50361,k3_group16_v7
conv_002_op_00003,8,9,k3_nonfinal_cin_accumulate,50361,329,50690,k3_group16_v7
conv_002_op_00003,8,10,k3_nonfinal_cin_accumulate,50690,329,51019,k3_group16_v7
conv_002_op_00003,8,11,k3_nonfinal_cin_accumulate,51019,329,51348,k3_group16_v7
conv_002_op_00003,8,12,k3_nonfinal_cin_accumulate,51348,329,51677,k3_group16_v7
conv_002_op_00003,8,13,k3_nonfinal_cin_accumulate,51677,329,52006,k3_group16_v7
conv_002_op_00003,8,14,k3_nonfinal_cin_accumulate,52006,329,52335,k3_group16_v7
