relative_path,bytes,sha256
FLOOD/rtl/e203/subsys/mac_unit/MacMachineWrapper_dummy.v,10585,70044d698cd188d55459484448d09150ee89668b25330e948045ffcc0000275e
FLOOD/rtl/e203/subsys/mac_unit/MacMachine_RamCtrlSimple.v,1590,806383fdb5e8eba1f7545ea373327ba5c52ed86853db7af3dca5e4222254a249
FLOOD/rtl/e203/subsys/mac_unit/MacMachine_top.v,16142,5cf2776667eb41833b7cf4074a698159b13bd2e70ca2ecee19265c93978fcaef
FLOOD/rtl/e203/subsys/mac_unit/Mac_ASIC_top.v,20308,d0e9398e9bfbdb3aa7fd3fc21419a8394af7466e74c015e459fd0fb3170a0272
FLOOD/rtl/e203/subsys/mac_unit/Mac_ASIC_top_wrapper.v,17157,e5701a4df5e6d1f00380cfb25d6959149af3d01f04bfd88a10dda6b9c0f4dec6
FLOOD/rtl/e203/subsys/mac_unit/Mac_ASIC_top_wrapper_dc.v,5489,473c6c7749b737d4d424314ce984cd332c1b04391f54001564fd341a57be3f4c
FLOOD/rtl/e203/subsys/mac_unit/RamCtrlSwitch.v,3584,0acaa72311630d3731f27431bdd2d8b2e834373190a51ccebbe0402789b5e618
FLOOD/rtl/e203/subsys/mac_unit/RamCtrlSwitch_512b.v,6617,21171a1ae3bc01c3948ae933417379b6c6915926ea6a62c83999365c702357bc
FLOOD/rtl/e203/subsys/mac_unit/async_fifo.v,7715,c2c3f8c9cc73c96a4a644566758cdca6a1512ba16a854ac77f964ae53c1515a4
FLOOD/rtl/e203/subsys/mac_unit/b64_b256.v,3474,34d8a1d1d907715a259fac86865732bfd6372ad0f64067c3773a8f248c4db4e0
FLOOD/rtl/e203/subsys/mac_unit/b64_b32.v,710,5c63541baa1d410605591cc7384b2aa582544c86fa3649c0fe4b1a8b66438e24
FLOOD/rtl/e203/subsys/mac_unit/design_ram_mux.v,5769,01f1e07c29c5833a31698fdd731effd73bf871c0974da6b83e6128ae09179ae7
FLOOD/rtl/e203/subsys/mac_unit/e203_bram_64k.v,9502,eb68056965b4f9c153d560f113990e42ca974bf0c6ab421c50ca64cbba4c8077
FLOOD/rtl/e203/subsys/mac_unit/e203_bram_64k_512b.v,11599,8caff62ff6c7992dbb68f077e32d30b779a6cdc439d2defe868de6178ec548bd
FLOOD/rtl/e203/subsys/mac_unit/e203_bram_test.v,2350,9da08fcce29a321c19c36c877243dc8bc2dfb5bb0f41d9d16304b85332f89c3b
FLOOD/rtl/e203/subsys/mac_unit/tb_Mac_ASIC_top_system.v,10938,9b82ca2fb60751122e35a87173050956b260162342a86d13806b7ce8b36ddc07
FLOOD/rtl/e203/subsys/mac_unit/tb_sram.v,7509,8d45381f9c8e61592a7f326cc463589facd3a319783ab1ff6cdc3879acbd3caa
FLOOD/rtl/e203/subsys/mac_unit/tsdn28hpcpuhdb32x128m4mwa_130a_ssg0p81v125c.v,509030,1e2b3b6c14091c3493534e0d19b8089bbdc7bbc8b99b9f29e8dd17a403efa1c6
FLOOD/src/main/scala/IO/ioclass.scala,2272,2c63437a8f7fb2569068c1bd61eb4e521dccb617ea54c177deff041902d905b8
FLOOD/src/main/scala/Machine/FSM.scala,19172,6ae9327ea415cb2b35f54012e578d4c7e30a2e39adc625abce90619ff6016482
FLOOD/src/main/scala/Machine/FSMDualMode.scala,25494,2a99ae4072ea755ab42dfd197ede4e56d1b292695649ca31ac26e21565b85a0e
FLOOD/src/main/scala/Machine/MacMachine.scala,9092,d14dfd2f03ffee134c1b44b7290e18997e8e54b7b2c00724caf7f1c71284c67e
FLOOD/src/main/scala/Machine/MacMachineWrapper.scala,9376,b13bc3e992ebd5e35890cf5f2eaaa40545c4550f09719dd622678205984b44ea
FLOOD/src/main/scala/Machine/MultipleDetector.scala,2688,a0f247638f19f491673bd4c2c28d9887b1d2308f2ce8859063ca2f048690808b
FLOOD/src/main/scala/Machine/OutRouter.scala,11823,e2c68816b057cda5e98887035fa46703f95faf15a2a0870bf4bb6fb9dcba318b
FLOOD/src/main/scala/Machine/OutRouterPlane.scala,22915,4c50a9c5bafb9dc3f4c2cc57f28b1093a2e6c12e778ec81eaf51de86011e5616
FLOOD/src/main/scala/Machine/OutRouterPlanePost.scala,50156,e5c341711b0108cce32b6b5a9411e0a4e48f5cb0d68caa14343a4b7895ddd191
FLOOD/src/main/scala/core/CIMcore.scala,32370,7ba96e8bc4d0c1653df7cac05937101cdbcf893ebc664e2013ab58e30c0cd51c
FLOOD/src/main/scala/core/Config.scala,10282,6360a9b1a6ba37a48cb5ba59e89baab41ce4f74214090f0ec1c809a0f8fc8d13
FLOOD/src/main/scala/core/Tile.scala,30448,9cbcdafdcca2fede8875e6343d90e2bd7f0e7f78e4ac3254199bb573dd855cc4
FLOOD/src/main/scala/core/postConfig.scala,15151,edf2e76209f68d32c18cddccc11c20e2180ccfd70b85d709fe0cf50e655c3c32
FLOOD/src/main/scala/sram/OutputBuffer.scala,12974,70cbba9fa4aa8a8b6dbb78ca1e124baa5ccbf1136a270b9864955259e72bc73f
FLOOD/src/main/scala/sram/TransSram3D.scala,9348,9b406d014c7ae372229b4c0ebd999f10f367363d69941ea1d7d89821783a7d26
FLOOD/src/main/scala/sram/sram.scala,8646,0c1a4d94f7d73d316d7a77fff3c12d3ee307f220f62573461cfade9949bd99a4
FLOOD/src/test/scala/core/CIMCoreTest.scala,11970,d953334178a84c25efe5349793acaec89c1b078ff6af7bec09a2de6f139796e4
FLOOD/src/test/scala/core/MACTreeRefineTest.scala,9841,2ef31ececd064ad3e671a6dac2c98917dc123de0335b9b24f381f0693792faa2
FLOOD/src/test/scala/machine/MacMachineWrapperTest.scala,27680,3dc952196989ea1eaec8f12b9f9d1e5f5baa43bcfae9c66819abef9115837d88
FLOOD/tb/tb_cfg_feat_adapter.v,21253,04a31f94fca48b272b7e2de8bf0741165ddfefecb6473408632d06c4c4494016
FLOOD/tb/tb_mac_asic.v,34064,84c2c29a10576a789dfde6fc138a20da06c938c74162c699dd6b9bb5378f28bc
FLOOD/tb/tb_top.v,18416,db44108fc084b251f213ac89c7065d212741b7e87f6105ba0eb3c4574fb5aacd
INT8-INT4/flood/src/main/scala/Machine/FSM.scala,18809,0e5a7ebb725e7484ca30ae74a170d541e26a58b5780b814b9968db91132c0e6e
INT8-INT4/flood/src/main/scala/Machine/FSMDualMode.scala,25019,7e69a7cf46f50f9220d5a7af880608e8054c8a13b016b28b0aad9786b3237f4c
INT8-INT4/flood/src/main/scala/Machine/MacMachine.scala,8878,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c
INT8-INT4/flood/src/main/scala/Machine/MacMachineWrapper.scala,9171,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178
INT8-INT4/flood/src/main/scala/Machine/MultipleDetector.scala,2601,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20
INT8-INT4/flood/src/main/scala/Machine/OutRouter.scala,11606,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a
INT8-INT4/flood/src/main/scala/Machine/OutRouterPlane.scala,22487,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28
INT8-INT4/flood/src/main/scala/Machine/OutRouterPlanePost.scala,49204,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c
INT8-INT4/flood/src/main/scala/core/CIMcore.scala,50623,2389f30d74997f98d006b79948ba1497a82f10f1dfc25358d13dda5d97855ba5
INT8-INT4/flood/src/main/scala/core/Config.scala,10125,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215
INT8-INT4/flood/src/main/scala/core/Tile.scala,29899,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f
INT8-INT4/flood/src/main/scala/core/postConfig.scala,14759,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac
INT8-INT4/flood/src/python/actual_joint_results.csv,26,9988d78283691b08090276f193ca3ae76cd90b69e4220a1cb6b6683fb426cd9e
INT8-INT4/flood/src/python/actual_output_results.csv,438,946d3e3728e31706483079bbf79ac5424eeed0926ed1c84ef1994fc5fb7938ea
INT8-INT4/flood/src/python/actual_output_results_r0_c0.csv,100,6e38f9edb18ec88e44a09025f10b8250a6b029ea58d1546440bc2213db490248
INT8-INT4/flood/src/python/actual_output_results_r0_c1.csv,155,87558324efa1da8b4cdb0e6a95d72ffd51bf78d60e52c71f8837506246f28b0c
INT8-INT4/flood/src/python/actual_output_results_r1_c0.csv,159,d8d1235b44407aebada81ad58a2e2b98e9eba406612b4013240dcff63d09e724
INT8-INT4/flood/src/python/actual_output_results_r1_c1.csv,159,c34ca021f6aa7517a14b4696ac8e8abc8f5ca3c32158bbb5359bbdc584310400
INT8-INT4/flood/src/python/actual_results.csv,729,4192ebe73aa055022da21ae6f12c077aa5a7d3555dc45bc278c7e38e928dd9f7
INT8-INT4/flood/src/python/conv3d_full.py,20374,d450ef52e995b760771899d42b2d8511d102d3a64a77d6a08c437b51a6d3b1e0
INT8-INT4/flood/src/python/conv3d_hardware_maxpool.py,10339,0df4347589e467ee0c52d3bc4a1a284ac082acee9ab7dd1bfa5ab2b13123b584
INT8-INT4/flood/src/python/debug_maxpool.py,2858,6f4ec2f4abfc66658a3e082ef362f4453aea2f84f4a42b1cf62ad6bb6be0e3ae
INT8-INT4/flood/src/python/expected_results.csv,14359,aa4d2b09cb27254f3cbadc7f34f5a7fcaba24270b4206fa784343e6a77242754
INT8-INT4/flood/src/python/features.csv,302994,9253f407c6ab24e1e306836547a0d8a39548ec6364c79511f6ca2c7d037ee8f5
INT8-INT4/flood/src/python/generate_test_data.py,17583,5d44a9733241a11df4d5e3424747c4e02fb2cd9b3f5ba48455bbfacde40d1a37
INT8-INT4/flood/src/python/maxpool_results.csv,159,b8fb50caa76442b82455b294164597430a4af065880e855ed0c4b8353e0059dd
INT8-INT4/flood/src/python/test_maxpool.py,2051,1eb06588c76823435fe5051b4449f8caeb8afb6df7015971ae89f2c9a44f77a3
INT8-INT4/flood/src/python/weights.csv,5423,42364f26b65277cb1b2a523ccbdc54906909977597bef895cd1c806817baa42b
INT8-INT4/flood/src/tmp/GenerateVerilog.scala,433,46f59c02e46e23b333a055e76a056646350f643ee8250bfb3ccc76dfd97ff45d
INT8-INT4/flood/src/tmp/TestUtils.scala.scala,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
INT8-INT4/flood/src/tmp/cluster/ClusterTest.scala,22885,97e165e664adad0cbb38bb0516ae3d6ed415f08118a28e8a090ad558e6a03002
INT8-INT4/flood/src/tmp/cluster/SystolicOutputTest.scala,6062,464c17243bd0163f9591528cb381e9a1e5227814b2541aa99bfeb08589b2e33d
INT8-INT4/flood/src/tmp/core/MACArrayWithQuantization.scala,11725,cee4419fb8629c5c0885bb04f88b38ea2f94a1c92c49431d569c3d9ed57e1c51
INT8-INT4/flood/src/tmp/core/MACTreeRefine.scala,14162,1033248cf85f1b29d798939da229b0295a62d9b45d441074b3cb451b0569df95
INT8-INT4/flood/src/tmp/core/MACTreeTest.scala,10658,2a937c74f1257c1d8b9b1a637badb535b16a63017054b86826e3b0f4818fde48
INT8-INT4/flood/src/tmp/core/QuantizationUnitDebugTest.scala,5734,0a2690e3a530a41a300177c7d804a839c932af043f3a2f74ad2f5d875dfc5b68
INT8-INT4/flood/src/tmp/core/QuantizationUnitSimpleDebugTest.scala,3669,d582d363d7908df12476847dc66d46f67cf416656870e99d5c925f835689ff91
INT8-INT4/flood/src/tmp/core/QuantizationUnitTest.scala,10375,e066a76901b2d50ba678ce17cdbb622c83ce60cb9eb42a82540c0e21fba31d04
INT8-INT4/flood/src/tmp/core/TileTest.scala,24600,e80cd6bd6ac181e6937da4c77b3ae129517b654a0d498525043ef81c1618bc38
INT8-INT4/flood/src/tmp/machine/FSMTest.scala,7335,f41573945a0c393a7ebb8b1e208bc4c6692483bbd603c3cc8e0d55a001029d95
INT8-INT4/flood/src/tmp/machine/MacMachineTest.scala,30142,671a68dc324277166e41d274edbbac63ecaaa25a6ee113686383b5801b5dafed
INT8-INT4/flood/src/tmp/machine/MultipleDetectorTest.scala,9214,0b4b5fac413727e3d283439cfbf00b1f30543bf14f52546e6f9a9204ee6810e9
INT8-INT4/flood/src/tmp/machine/OutRouterTest.scala,6108,12f1920d6f5ccd3b0fcec7fc42f212d4c793b2271d888de386e05ac36a741577
INT8-INT4/flood/src/tmp/sram/OutputBufferTest.scala,9493,c654abf6cd95910d578f8672b40014870276342df627b32980db3afddbda564f
INT8-INT4/flood/src/tmp/sram/TransSram3DTest.scala,16722,c96aeb4aa2b0c97765c27691b45bb7d572c4eb7d048ef310de3b417f66ef0478
INT8-INT4/flood/src/tmp/sram/pingpongBufferTest.scala,5688,447bd68fbcaf2c9e330b85c14013e3a290f24f620db9a9a9f6d2ea7cd503e646
INT8-INT4/flood/src/tmp/sram/vectorTest.scala,5708,95c846bbe580c07f27b0bdb5b6b01350c493a8536ede342cc6b775dddf9c8e07
channel group sparisy/flood/src/main/scala/Machine/FSM.scala,19350,687c22642709060d1d7e42b83cf21ae329ac4498b8deca5206d905b8638bc166
channel group sparisy/flood/src/main/scala/Machine/FSMDualMode.scala,25410,d24b069d92aba777ad632037ff3b41c9006c3ee7fd0704f7a04e13599e807ed8
channel group sparisy/flood/src/main/scala/Machine/MacMachine.scala,8878,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c
channel group sparisy/flood/src/main/scala/Machine/MacMachineWrapper.scala,9171,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178
channel group sparisy/flood/src/main/scala/Machine/MultipleDetector.scala,2601,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20
channel group sparisy/flood/src/main/scala/Machine/OutRouter.scala,11606,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a
channel group sparisy/flood/src/main/scala/Machine/OutRouterPlane.scala,22487,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28
channel group sparisy/flood/src/main/scala/Machine/OutRouterPlanePost.scala,49204,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c
channel group sparisy/flood/src/main/scala/core/CIMcore.scala,32757,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5
channel group sparisy/flood/src/main/scala/core/Config.scala,10125,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215
channel group sparisy/flood/src/main/scala/core/Tile.scala,30484,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b
channel group sparisy/flood/src/main/scala/core/postConfig.scala,14759,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac
mactree/flood/src/main/scala/core/CIMcore.scala,45155,35e0d83e9553d24de81ac5c58a559da1b9ea5b3a95c0aabbc8510cfe0f2bf499
mactree/flood/src/main/scala/core/Config.scala,10315,356e5a07e894c6c3ae27b5220a6ab5c4ff18e27b93e3ab7dd10ec4ad3b6f9b93
mactree/flood/src/main/scala/core/Tile.scala,29899,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f
mactree/flood/src/main/scala/core/postConfig.scala,14759,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac
outlier/flood/src/main/scala/Machine/FSM.scala,18809,0e5a7ebb725e7484ca30ae74a170d541e26a58b5780b814b9968db91132c0e6e
outlier/flood/src/main/scala/Machine/FSMDualMode.scala,25019,7e69a7cf46f50f9220d5a7af880608e8054c8a13b016b28b0aad9786b3237f4c
outlier/flood/src/main/scala/Machine/MacMachine.scala,8878,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c
outlier/flood/src/main/scala/Machine/MacMachineWrapper.scala,9171,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178
outlier/flood/src/main/scala/Machine/MultipleDetector.scala,2601,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20
outlier/flood/src/main/scala/Machine/OutRouter.scala,11606,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a
outlier/flood/src/main/scala/Machine/OutRouterPlane.scala,22487,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28
outlier/flood/src/main/scala/Machine/OutRouterPlanePost.scala,49204,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c
outlier/flood/src/main/scala/core/Arbiter32.scala,487,f6b988ed17058e2c571f5f71ed99b84edd82c0929e2805019bfaa35f1978227b
outlier/flood/src/main/scala/core/AsyncAccumulator.scala,639,138dc1ddb34879b4d48cbe4779658f433a6194b260442bdf0bb2de726728db00
outlier/flood/src/main/scala/core/AsyncOutlierProcessor.scala,1593,abaa8dfdb0b5b5f5a90f37e5a019adb7cd0c9401419a2d6b52002517cf63de99
outlier/flood/src/main/scala/core/CIMcore.scala,34165,cd698159c1ae558b45dadb56563de6fc5df4f649fd9a3b65f24cbfe0ab1fe133
outlier/flood/src/main/scala/core/Config.scala,10125,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215
outlier/flood/src/main/scala/core/OutlierEngine.scala,444,9e3202a5d3c1d8698a9a6ddbc886abc2afd73764b2904131a0950e0b466f537a
outlier/flood/src/main/scala/core/OutlierMux.scala,486,bf0cc514869f7aa2106c4bc86f132fa04b0732f9a1ebc320adc416a53caf1570
outlier/flood/src/main/scala/core/Tile.scala,29899,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f
outlier/flood/src/main/scala/core/postConfig.scala,14759,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac
outlier/flood/src/python/actual_joint_results.csv,26,9988d78283691b08090276f193ca3ae76cd90b69e4220a1cb6b6683fb426cd9e
outlier/flood/src/python/actual_output_results.csv,438,946d3e3728e31706483079bbf79ac5424eeed0926ed1c84ef1994fc5fb7938ea
outlier/flood/src/python/actual_output_results_r0_c0.csv,100,6e38f9edb18ec88e44a09025f10b8250a6b029ea58d1546440bc2213db490248
outlier/flood/src/python/actual_output_results_r0_c1.csv,155,87558324efa1da8b4cdb0e6a95d72ffd51bf78d60e52c71f8837506246f28b0c
outlier/flood/src/python/actual_output_results_r1_c0.csv,159,d8d1235b44407aebada81ad58a2e2b98e9eba406612b4013240dcff63d09e724
outlier/flood/src/python/actual_output_results_r1_c1.csv,159,c34ca021f6aa7517a14b4696ac8e8abc8f5ca3c32158bbb5359bbdc584310400
outlier/flood/src/python/actual_results.csv,729,4192ebe73aa055022da21ae6f12c077aa5a7d3555dc45bc278c7e38e928dd9f7
outlier/flood/src/python/conv3d_full.py,20374,d450ef52e995b760771899d42b2d8511d102d3a64a77d6a08c437b51a6d3b1e0
outlier/flood/src/python/conv3d_hardware_maxpool.py,10339,0df4347589e467ee0c52d3bc4a1a284ac082acee9ab7dd1bfa5ab2b13123b584
outlier/flood/src/python/debug_maxpool.py,2858,6f4ec2f4abfc66658a3e082ef362f4453aea2f84f4a42b1cf62ad6bb6be0e3ae
outlier/flood/src/python/expected_results.csv,14359,aa4d2b09cb27254f3cbadc7f34f5a7fcaba24270b4206fa784343e6a77242754
outlier/flood/src/python/features.csv,302994,9253f407c6ab24e1e306836547a0d8a39548ec6364c79511f6ca2c7d037ee8f5
outlier/flood/src/python/generate_test_data.py,17583,5d44a9733241a11df4d5e3424747c4e02fb2cd9b3f5ba48455bbfacde40d1a37
outlier/flood/src/python/maxpool_results.csv,159,b8fb50caa76442b82455b294164597430a4af065880e855ed0c4b8353e0059dd
outlier/flood/src/python/test_maxpool.py,2051,1eb06588c76823435fe5051b4449f8caeb8afb6df7015971ae89f2c9a44f77a3
outlier/flood/src/python/weights.csv,5423,42364f26b65277cb1b2a523ccbdc54906909977597bef895cd1c806817baa42b
outlier/flood/src/tmp/GenerateVerilog.scala,433,46f59c02e46e23b333a055e76a056646350f643ee8250bfb3ccc76dfd97ff45d
outlier/flood/src/tmp/TestUtils.scala.scala,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
outlier/flood/src/tmp/cluster/ClusterTest.scala,22885,97e165e664adad0cbb38bb0516ae3d6ed415f08118a28e8a090ad558e6a03002
outlier/flood/src/tmp/cluster/SystolicOutputTest.scala,6062,464c17243bd0163f9591528cb381e9a1e5227814b2541aa99bfeb08589b2e33d
outlier/flood/src/tmp/core/MACArrayWithQuantization.scala,11725,cee4419fb8629c5c0885bb04f88b38ea2f94a1c92c49431d569c3d9ed57e1c51
outlier/flood/src/tmp/core/MACTreeRefine.scala,14162,1033248cf85f1b29d798939da229b0295a62d9b45d441074b3cb451b0569df95
outlier/flood/src/tmp/core/MACTreeTest.scala,10658,2a937c74f1257c1d8b9b1a637badb535b16a63017054b86826e3b0f4818fde48
outlier/flood/src/tmp/core/QuantizationUnitDebugTest.scala,5734,0a2690e3a530a41a300177c7d804a839c932af043f3a2f74ad2f5d875dfc5b68
outlier/flood/src/tmp/core/QuantizationUnitSimpleDebugTest.scala,3669,d582d363d7908df12476847dc66d46f67cf416656870e99d5c925f835689ff91
outlier/flood/src/tmp/core/QuantizationUnitTest.scala,10375,e066a76901b2d50ba678ce17cdbb622c83ce60cb9eb42a82540c0e21fba31d04
outlier/flood/src/tmp/core/TileTest.scala,24600,e80cd6bd6ac181e6937da4c77b3ae129517b654a0d498525043ef81c1618bc38
outlier/flood/src/tmp/machine/FSMTest.scala,7335,f41573945a0c393a7ebb8b1e208bc4c6692483bbd603c3cc8e0d55a001029d95
outlier/flood/src/tmp/machine/MacMachineTest.scala,30142,671a68dc324277166e41d274edbbac63ecaaa25a6ee113686383b5801b5dafed
outlier/flood/src/tmp/machine/MultipleDetectorTest.scala,9214,0b4b5fac413727e3d283439cfbf00b1f30543bf14f52546e6f9a9204ee6810e9
outlier/flood/src/tmp/machine/OutRouterTest.scala,6108,12f1920d6f5ccd3b0fcec7fc42f212d4c793b2271d888de386e05ac36a741577
outlier/flood/src/tmp/sram/OutputBufferTest.scala,9493,c654abf6cd95910d578f8672b40014870276342df627b32980db3afddbda564f
outlier/flood/src/tmp/sram/TransSram3DTest.scala,16722,c96aeb4aa2b0c97765c27691b45bb7d572c4eb7d048ef310de3b417f66ef0478
outlier/flood/src/tmp/sram/pingpongBufferTest.scala,5688,447bd68fbcaf2c9e330b85c14013e3a290f24f620db9a9a9f6d2ea7cd503e646
outlier/flood/src/tmp/sram/vectorTest.scala,5708,95c846bbe580c07f27b0bdb5b6b01350c493a8536ede342cc6b775dddf9c8e07
zero-skip/flood/src/main/scala/Machine/FSM.scala,19350,687c22642709060d1d7e42b83cf21ae329ac4498b8deca5206d905b8638bc166
zero-skip/flood/src/main/scala/Machine/FSMDualMode.scala,25410,d24b069d92aba777ad632037ff3b41c9006c3ee7fd0704f7a04e13599e807ed8
zero-skip/flood/src/main/scala/Machine/MacMachine.scala,8878,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c
zero-skip/flood/src/main/scala/Machine/MacMachineWrapper.scala,9171,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178
zero-skip/flood/src/main/scala/Machine/MultipleDetector.scala,2601,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20
zero-skip/flood/src/main/scala/Machine/OutRouter.scala,11606,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a
zero-skip/flood/src/main/scala/Machine/OutRouterPlane.scala,22487,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28
zero-skip/flood/src/main/scala/Machine/OutRouterPlanePost.scala,49204,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c
zero-skip/flood/src/main/scala/core/CIMcore.scala,32757,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5
zero-skip/flood/src/main/scala/core/Config.scala,10125,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215
zero-skip/flood/src/main/scala/core/Tile.scala,30484,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b
zero-skip/flood/src/main/scala/core/postConfig.scala,14759,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac
